Year,IncidentLocation,Origin,Dead,Survived,Cause
2017,Western Asia,Syrian Arab Republic,1,0,Violence
2017,Central America,Ecuador,1,0,Drowning
2017,Northern Africa,Unknown,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,South-eastern Asia,Myanmar,26,0,Drowning
2017,Central America,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,Central America,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,Central America,"Angola,Congo",2,29,Drowning
2017,South-eastern Asia,Myanmar,2,0,Drowning
2017,Western Asia,Syrian Arab Republic,1,0,Violence
2017,North America,Mexico,1,0,Mixed or unknown
2017,North America,Mexico,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,South-eastern Asia,Myanmar,4,0,Drowning
2017,Western Asia,Syrian Arab Republic,1,0,Violence
2017,North America,Unknown,1,0,Mixed or unknown
2017,South-eastern Asia,Myanmar,1,0,Drowning
2017,Northern Africa,Unknown,7,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Central America,Unknown,2,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,16,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,North America,Unknown,1,0,Mixed or unknown
2017,North America,Unknown,1,0,Mixed or unknown
2017,North America,Unknown,1,0,Mixed or unknown
2017,North America,Mexico,1,0,Mixed or unknown
2017,North America,Unknown,1,0,Mixed or unknown
2017,South-eastern Asia,Myanmar,10,0,Drowning
2017,South-eastern Asia,Myanmar,1,0,Violence
2017,South-eastern Asia,Myanmar,13,0,Drowning
2017,Europe,Tunisia,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,3,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,10,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Western Africa,Unknown,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Western Africa,Unknown,20,0,Vehicle accident / death linked to hazardous transport
2017,South-eastern Asia,Myanmar,2,0,Drowning
2017,North America,Mexico,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,North America,Mexico,1,0,Drowning
2017,South-eastern Asia,Myanmar,3,1,Violence
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,Northern Africa,Unknown,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Western Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Northern Africa,Unknown,2,0,Sickness / lack of access to adequate healthcare
2017,Western Africa,Unknown,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,2,0,Mixed or unknown
2017,Mediterranean,Unknown,1,0,Mixed or unknown
2017,Mediterranean,Unknown,,4,Drowning
2017,Central America,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,North America,Guatemala,1,0,Mixed or unknown
2017,North America,Mexico,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,North America,Unknown,1,0,Mixed or unknown
2017,South-eastern Asia,Myanmar,1,0,Drowning
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,Western Africa,Unknown,2,0,Sickness / lack of access to adequate healthcare
2017,South-eastern Asia,Myanmar,2,0,Drowning
2017,Southern Asia,Afghanistan,1,1,Vehicle accident / death linked to hazardous transport
2017,Western Asia,Syrian Arab Republic,2,10,Violence
2017,Mediterranean,Unknown,1,3,Drowning
2017,South-eastern Asia,Myanmar,9,0,Drowning
2017,Southern Asia,Unknown,10,0,Violence
2017,Central America,Unknown,1,0,Drowning
2017,Western Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Northern Africa,Unknown,4,0,Mixed or unknown
2017,Northern Africa,Unknown,6,0,Mixed or unknown
2017,Northern Africa,Unknown,4,0,Mixed or unknown
2017,South-eastern Asia,Myanmar,4,0,Drowning
2017,South-eastern Asia,Myanmar,1,17,Drowning
2017,Southern Asia,Myanmar,1,0,Violence
2017,North America,Mexico,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,South-eastern Asia,Myanmar,3,0,Drowning
2017,South-eastern Asia,Myanmar,1,0,Drowning
2017,Mediterranean,"Cameroon,Unknown",3,139,"Drowning,Mixed or unknown"
2017,Western Asia,Syrian Arab Republic,1,0,Violence
2017,Northern Africa,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,Western Africa,Unknown,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,North America,Unknown,1,0,Mixed or unknown
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Unknown,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Southern Asia,Unknown,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,North America,Mexico,2,7,Vehicle accident / death linked to hazardous transport
2017,Caribbean,Haiti,9,8,Drowning
2017,North America,Unknown,1,0,Drowning
2017,Western Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Western Africa,Unknown,2,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Unknown,5,0,Sickness / lack of access to adequate healthcare
2017,Southern Asia,Afghanistan,23,0,Violence
2017,South-eastern Asia,Myanmar,1,0,Drowning
2017,Western Africa,Unknown,1,0,Violence
2017,Northern Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Northern Africa,Unknown,3,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,South-eastern Asia,Myanmar,1,0,Drowning
2017,Mediterranean,Unknown,7,40,Drowning
2017,Western Asia,Syrian Arab Republic,1,0,Violence
2017,Northern Africa,Unknown,1,0,Violence
2017,Northern Africa,Unknown,5,0,Mixed or unknown
2017,Central America,Honduras,2,0,Vehicle accident / death linked to hazardous transport
2017,North America,Unknown,1,0,Drowning
2017,North America,Ecuador,1,0,Drowning
2017,Southern Asia,Unknown,5,0,Violence
2017,Southern Asia,Afghanistan,1,0,Violence
2017,Northern Africa,Unknown,2,0,Mixed or unknown
2017,Western Asia,Unknown,24,40,Drowning
2017,North America,Mexico,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Central America,Unknown,1,0,Drowning
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,South-eastern Asia,Indonesia,1,2,Drowning
2017,Mediterranean,Burkina Faso,2,4,Violence
2017,Central America,Unknown,1,0,Drowning
2017,Western Asia,Afghanistan,3,7,Violence
2017,Western Asia,Syrian Arab Republic,1,5,Violence
2017,North America,Mexico,1,0,Mixed or unknown
2017,Western Africa,Guinea,1,0,Sickness / lack of access to adequate healthcare
2017,Western Africa,Unknown,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Western Africa,Unknown,2,0,Violence
2017,Northern Africa,Unknown,2,0,Vehicle accident / death linked to hazardous transport
2017,Europe,Iran (Islamic Republic of),1,0,Sickness / lack of access to adequate healthcare
2017,Southern Asia,Unknown,3,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Europe,Libya,1,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,2,0,Mixed or unknown
2017,Northern Africa,Unknown,1,0,Violence
2017,Western Africa,Unknown,3,0,Mixed or unknown
2017,Northern Africa,Unknown,4,0,Mixed or unknown
2017,Mediterranean,Unknown,1,5,Mixed or unknown
2017,South-eastern Asia,Myanmar,23,17,Drowning
2017,Central America,Cameroon,1,0,Violence
2017,North America,Unknown,1,0,Mixed or unknown
2017,Western Africa,Unknown,2,0,Violence
2017,Southern Asia,Unknown,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Southern Asia,Unknown,4,0,Mixed or unknown
2017,Southern Asia,Unknown,3,0,Sickness / lack of access to adequate healthcare
2017,Northern Africa,Unknown,2,0,Mixed or unknown
2017,Eastern Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Northern Africa,Unknown,6,0,Mixed or unknown
2017,Northern Africa,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,Mediterranean,Unknown,1,0,Drowning
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,6,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Western Asia,Syrian Arab Republic,6,0,Violence
2017,Mediterranean,Unknown,2,0,Mixed or unknown
2017,Mediterranean,Unknown,3,0,Vehicle accident / death linked to hazardous transport
2017,Mediterranean,Unknown,1,0,Mixed or unknown
2017,Eastern Africa,Comoros,3,7,Drowning
2017,North America,Unknown,1,0,Mixed or unknown
2017,Southern Asia,Afghanistan,1,0,Violence
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Mediterranean,Unknown,,52,Drowning
2017,North America,Unknown,1,0,Mixed or unknown
2017,Western Africa,Unknown,3,0,Sickness / lack of access to adequate healthcare
2017,Western Africa,Unknown,6,0,Sickness / lack of access to adequate healthcare
2017,Central America,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,North America,Unknown,1,0,Mixed or unknown
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,North America,Unknown,1,0,Mixed or unknown
2017,Western Africa,Unknown,3,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,2,0,Mixed or unknown
2017,Western Africa,Unknown,1,0,Mixed or unknown
2017,Northern Africa,Unknown,1,0,Violence
2017,South-eastern Asia,Myanmar,15,19,Drowning
2017,Central America,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,Mediterranean,Tunisia,19,38,Drowning
2017,Central America,Unknown,1,0,Drowning
2017,North America,Mexico,1,0,Vehicle accident / death linked to hazardous transport
2017,Europe,Unknown,1,2,Vehicle accident / death linked to hazardous transport
2017,Eastern Africa,Malawi,11,7,Vehicle accident / death linked to hazardous transport
2017,Southern Africa,Unknown,1,0,Accidental death
2017,Middle Africa,Unknown,1,0,Mixed or unknown
2017,Mediterranean,Tunisia,4,0,Drowning
2017,Central America,Mexico,1,0,Drowning
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Violence
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Mediterranean,Unknown,28,0,Drowning
2017,Western Africa,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,Western Africa,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,Western Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Western Africa,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,3,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Mediterranean,Unknown,,23,Drowning
2017,Caribbean,Haiti,,13,Drowning
2017,Western Asia,Syrian Arab Republic,2,0,Violence
2017,Western Africa,Unknown,2,0,Mixed or unknown
2017,Western Africa,Unknown,7,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Western Africa,Unknown,15,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,6,0,Mixed or unknown
2017,Northern Africa,Unknown,2,0,Vehicle accident / death linked to hazardous transport
2017,Europe,Algeria,1,0,Vehicle accident / death linked to hazardous transport
2017,South-eastern Asia,Myanmar,11,24,Drowning
2017,Mediterranean,Unknown,1,0,Drowning
2017,Northern Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Southern Asia,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,Western Africa,Unknown,6,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,3,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Western Africa,Unknown,2,0,Mixed or unknown
2017,Central America,Honduras,1,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,Mediterranean,Unknown,1,0,Drowning
2017,North America,Mexico,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,North America,Unknown,1,0,Mixed or unknown
2017,North America,Unknown,1,0,Mixed or unknown
2017,Northern Africa,Unknown,1,0,Violence
2017,Northern Africa,Unknown,3,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Western Africa,Unknown,5,0,Vehicle accident / death linked to hazardous transport
2017,North America,Mexico,1,0,Drowning
2017,Northern Africa,Unknown,6,13,Vehicle accident / death linked to hazardous transport
2017,Western Africa,Unknown,3,0,Violence
2017,Western Africa,Unknown,2,0,Mixed or unknown
2017,Eastern Africa,Unknown,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,1,0,Violence
2017,Western Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Northern Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Northern Africa,Unknown,2,0,Violence
2017,Northern Africa,Unknown,2,0,Mixed or unknown
2017,Western Africa,Unknown,3,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Western Africa,Unknown,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Western Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Northern Africa,Unknown,6,0,Vehicle accident / death linked to hazardous transport
2017,Mediterranean,Unknown,8,0,Drowning
2017,Mediterranean,Unknown,1,17,Drowning
2017,Central America,Honduras,1,0,Vehicle accident / death linked to hazardous transport
2017,Caribbean,Dominican Republic,1,0,Mixed or unknown
2017,North America,Unknown,8,0,Mixed or unknown
2017,Western Africa,Unknown,3,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,10,0,Mixed or unknown
2017,Northern Africa,Unknown,8,0,Mixed or unknown
2017,Western Africa,Unknown,2,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,4,0,Mixed or unknown
2017,Northern Africa,Unknown,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,7,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,3,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,1,0,Mixed or unknown
2017,Western Africa,Unknown,4,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Western Africa,Unknown,4,0,Mixed or unknown
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,North America,Unknown,1,0,Mixed or unknown
2017,Western Asia,Syrian Arab Republic,1,3,Violence
2017,Southern Africa,Unknown,1,0,Accidental death
2017,Western Africa,Unknown,3,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,4,0,Mixed or unknown
2017,Mediterranean,Algeria,1,0,Mixed or unknown
2017,North America,Unknown,1,0,Drowning
2017,Northern Africa,Unknown,6,0,Mixed or unknown
2017,Eastern Africa,Unknown,1,0,Mixed or unknown
2017,Caribbean,Cuba,,4,Drowning
2017,Western Africa,Unknown,2,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,1,0,Violence
2017,Mediterranean,Guinea,3,48,"Drowning,Vehicle accident / death linked to hazardous transport"
2017,South-eastern Asia,Myanmar,2,0,Drowning
2017,Europe,Iraq,1,0,Vehicle accident / death linked to hazardous transport
2017,Mediterranean,Algeria,2,12,Drowning
2017,North America,Unknown,1,0,Mixed or unknown
2017,Western Africa,Unknown,2,0,Mixed or unknown
2017,Northern Africa,Unknown,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,5,0,Mixed or unknown
2017,Northern Africa,Unknown,3,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,5,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,South-eastern Asia,Myanmar,4,36,Drowning
2017,Northern Africa,Unknown,1,0,Drowning
2017,Mediterranean,Unknown,8,142,Mixed or unknown
2017,Europe,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,North America,Unknown,1,0,Mixed or unknown
2017,Eastern Africa,Comoros,3,12,Drowning
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,North America,Unknown,1,0,Mixed or unknown
2017,Mediterranean,Unknown,3,15,Drowning
2017,Mediterranean,"Nigeria,Unknown",23,64,Drowning
2017,Mediterranean,Unknown,3,0,Mixed or unknown
2017,Northern Africa,Unknown,5,0,Mixed or unknown
2017,Northern Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Central America,Unknown,1,0,Drowning
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,North America,Mexico,1,0,Mixed or unknown
2017,North America,Unknown,1,0,Drowning
2017,Mediterranean,Unknown,6,106,Drowning
2017,Mediterranean,"Türkiye,Unknown",2,0,Drowning
2017,Northern Africa,Unknown,4,0,Mixed or unknown
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,Northern Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Northern Africa,Unknown,5,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,2,0,Mixed or unknown
2017,Mediterranean,Unknown,1,10,Mixed or unknown
2017,Northern Africa,Unknown,1,0,Mixed or unknown
2017,Northern Africa,Unknown,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,2,0,Mixed or unknown
2017,Northern Africa,Unknown,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Mediterranean,Unknown,2,0,Drowning
2017,North America,Unknown,1,0,Drowning
2017,North America,Unknown,1,0,Mixed or unknown
2017,Western Asia,Syrian Arab Republic,2,0,Violence
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Central America,Unknown,1,0,Drowning
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Eastern Africa,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Violence
2017,Central America,India,2,0,Vehicle accident / death linked to hazardous transport
2017,Mediterranean,Unknown,2,0,Drowning
2017,Central America,Honduras,2,0,Violence
2017,Central America,El Salvador,1,0,Vehicle accident / death linked to hazardous transport
2017,Central America,Honduras,2,24,Violence
2017,Central America,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Pakistan,15,0,Violence
2017,Western Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Northern Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,Western Africa,Unknown,1,0,Mixed or unknown
2017,Northern Africa,Unknown,2,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,Northern Africa,Unknown,2,0,Mixed or unknown
2017,Northern Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Northern Africa,Unknown,5,0,Mixed or unknown
2017,Northern Africa,Unknown,2,0,Mixed or unknown
2017,Western Africa,Unknown,1,0,Mixed or unknown
2017,Western Africa,Unknown,2,0,Mixed or unknown
2017,Western Africa,Unknown,2,0,Mixed or unknown
2017,North America,Unknown,1,0,Mixed or unknown
2017,Mediterranean,Unknown,1,0,Drowning
2017,North America,Unknown,1,0,Mixed or unknown
2017,Western Africa,Unknown,1,0,Mixed or unknown
2017,Middle Africa,Unknown,2,0,Mixed or unknown
2017,Northern Africa,Unknown,1,0,Mixed or unknown
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,North America,Unknown,1,0,Mixed or unknown
2017,Western Asia,Syrian Arab Republic,1,0,Violence
2017,Mediterranean,Algeria,2,0,Drowning
2017,Southern Asia,Pakistan,5,0,Violence
2017,Northern Africa,Unknown,20,0,Mixed or unknown
2017,Northern Africa,Unknown,3,0,Sickness / lack of access to adequate healthcare
2017,Northern Africa,Unknown,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Mediterranean,Unknown,3,21,Drowning
2017,Southern Asia,Unknown,3,0,Violence
2017,Mediterranean,"Eritrea,Unknown",1,0,Mixed or unknown
2017,North America,Unknown,1,0,Mixed or unknown
2017,Northern Africa,Unknown,20,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,2,0,Violence
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Mediterranean,Unknown,31,60,Drowning
2017,Mediterranean,Unknown,1,0,Drowning
2017,Mediterranean,Unknown,1,0,Drowning
2017,Mediterranean,Unknown,6,0,Drowning
2017,Mediterranean,Afghanistan,1,66,Vehicle accident / death linked to hazardous transport
2017,South-eastern Asia,Cambodia,3,1,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,2,0,Mixed or unknown
2017,Western Africa,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,Western Africa,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,3,0,Vehicle accident / death linked to hazardous transport
2017,Western Africa,Unknown,2,0,Sickness / lack of access to adequate healthcare
2017,Mediterranean,Unknown,1,0,Mixed or unknown
2017,North America,Unknown,1,0,Mixed or unknown
2017,Southern Asia,Afghanistan,1,0,Violence
2017,Southern Asia,Afghanistan,1,0,Violence
2017,North America,Unknown,1,0,Mixed or unknown
2017,Mediterranean,Unknown,1,0,Drowning
2017,Europe,Pakistan,4,4,Vehicle accident / death linked to hazardous transport
2017,Central America,Honduras,1,1,Vehicle accident / death linked to hazardous transport
2017,Mediterranean,Unknown,3,2,Drowning
2017,North America,Guatemala,1,0,Violence
2017,North America,Unknown,1,0,Mixed or unknown
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Mediterranean,Unknown,,6,Drowning
2017,Northern Africa,Unknown,14,0,Mixed or unknown
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,Northern Africa,Unknown,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Central America,Unknown,1,0,Violence
2017,Northern Africa,Unknown,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,2,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,10,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,3,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,2,0,Mixed or unknown
2017,Western Asia,Syrian Arab Republic,10,8,Vehicle accident / death linked to hazardous transport
2017,Mediterranean,Unknown,,18,Drowning
2017,Central America,Unknown,1,0,Vehicle accident / death linked to hazardous transport
2017,North America,Unknown,1,0,Mixed or unknown
2017,North America,Unknown,1,0,Mixed or unknown
2017,Mediterranean,Algeria,1,0,Drowning
2017,Mediterranean,Morocco,3,40,Drowning
2017,Mediterranean,Unknown,1,35,Drowning
2017,Southern Asia,Afghanistan,3,9,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,Northern Africa,Unknown,2,0,Mixed or unknown
2017,Northern Africa,Unknown,2,0,Mixed or unknown
2017,Northern Africa,Unknown,1,0,Sickness / lack of access to adequate healthcare
2017,Caribbean,Dominican Republic,,0,Drowning
2017,North America,Honduras,1,14,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,North America,Honduras,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,North America,Unknown,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,North America,Unknown,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,North America,Mexico,1,0,Drowning
2017,Northern Africa,Unknown,4,0,Mixed or unknown
2017,Europe,Syrian Arab Republic,1,0,Drowning
2017,Northern Africa,Unknown,1,0,Mixed or unknown
2017,Western Africa,Unknown,2,0,Violence
2017,Western Africa,Unknown,5,0,Violence
2017,Mediterranean,Algeria,3,4,Drowning
2017,North America,Guatemala,1,14,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,North America,Mexico,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,2,0,Mixed or unknown
2017,Western Africa,Unknown,2,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,3,0,Vehicle accident / death linked to hazardous transport
2017,North America,Unknown,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Central America,Mexico,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,North America,"El Salvador,Mexico",2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,2,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,North America,"Guatemala,Mexico",3,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Southern Asia,Afghanistan,1,0,Vehicle accident / death linked to hazardous transport
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,Northern Africa,Unknown,4,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,North America,Unknown,7,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
2017,Northern Africa,Unknown,1,0,Mixed or unknown
2017,Northern Africa,Unknown,3,0,Mixed or unknown
2017,Northern Africa,Unknown,3,0,"Harsh environmental conditions / lack of adequate shelter, food, water"
